customer_id,age,gender,city,county,signup_date,last_purchase_date,tenure_months,monthly_charges,total_charges,plan_type,payment_method,contract,num_support_tickets,has_internet,data_usage_gb,is_senior_citizen,dependents,device_model,referrer,feedback_text,churn
CUST000592,46.0,M,Mombasa,Machakos,20-Feb-19,18-Apr-19,79.0,"KES 1,898.32",149715.73,Standard,Bank transfer,Month-to-month,3.0,0,0.0,Yes,yes,Realme S84,Friend,Unknown,No
CUST000593,48.0,Male,Mombasa,Uasin Gishu,6/9/2025,12/13/2026,39.0,579.7,Unknown,Basic,MPesa,Month-to-month,1.0,1,44.6,Yes,no,Nokia C88,X,"Stable internet, happy so far.",No
CUST000594,22.0,Male,Nrb,Mombasa,10/3/2022,2021/13/40,39.0,2488.07,Unknown,Premium,Credit card,Month-to-month,5.0,Y,1.5,1,Yes,Oppo Note35,Unknown,Sawa kabisa!,No
CUST000595,34.0,Female,Thika,Nyeri,6-Apr-24,12/9/2024,17.0,1788.82, ,Standard,MPesa,Month-to-month,3.0,FALSE,0.0,0,yes,Samsung S29,X,Switching from competitor soon.,Yes
CUST000596,12.0,M,Nyeri,Nairobi,5/14/2024,9/7/2024,15.0,Unknown,Unknown,Standard,Mpesa,One year,3.0,Y,0.0,0,no,Oppo Note35,Facebook,Unknown,No
CUST000597,35.0,male,Mombasa,Unknown,12/10/2023,7/31/2024,21.0,779.15,16420.3,Basic,M-Pesa,Month-to-month,0.0,N,0.0,No,Yes,Realme Y41,Unknown,Network drops sometimes in the evening.,Yes
CUST000598,28.0,Other,Thika,Nairobi,27-Oct-22,11/9/2022,34.0,536.96,Unknown,Basic,Credit card,One year,3.0,N,26.35,No,no,Xiaomi A30,Unknown,Fiber upgrade requested.,Yes
CUST000599,31.0,Male,Nyeri,Nairobi,2021/13/40,5/13/2021,56.0,931, ,Basic,Credit card,Month-to-month,3.0,Yes,44.11,1,No,Oppo S60,Friend,Support was helpful via M-Pesa reversal.,No
CUST000600,30.0,male,Thika,Machakos,30-Jul-19,4/6/2020,74.0,Unknown, ,Basic,Mpesa,Month-to-month,1.0,FALSE,0.0,Yes,No,Xiaomi S38,Facebook,Fiber upgrade requested.,No
CUST000601,47.0,female,Nairobi ,Kiambu,10/31/2021,11/29/2021,46.0,772.47,35185.16,Basic,Credit card,Month-to-month,0.0,No,26.35,Yes,no,Xiaomi P59,Unknown,Customer care took long to respond.,No
CUST000602,33.0,Other,Naivasha,Kiambu,10/5/2024,2021/13/40,16.0,788.12, ,Basic,M-Pesa,One year,3.0,Y,82.52,0,no,Oppo C89,Twitter/X,Unknown,Yes
CUST000603,34.0,female,Eldoret,Mombasa,4/12/2020,7-Jun-20,65.0,1627.25,105720.82,Standard,MPesa,One year,0.0,N,0.0,Yes,No,Apple S44,Unknown,Unknown,Yes
CUST000604,15.0,female,Eldoret,Unknown,25/09/2019,15/01/2020,72.0,3858.65,277811.92,Premium,Cash,One year,1.0,Y,63.96,No,yes,Unknown,TV,Customer care took long to respond.,No
CUST000605,38.0,Male,Eldoret,Nakuru,6/30/2023,29-Oct-23,26.0,816.31,21030.08,Basic,Credit card,Month-to-month,1.0,1,54.71,1,yes,Huawei A59,TV,Great service!,Yes
CUST000606,39.0,Unknown,Unknown,Nairobi,7/7/2024,12/20/2024,39.0,514.08,Unknown,Basic,Cash,Month-to-month,3.0,FALSE,26.35,0,yes,Nokia C35,Radio,Customer care took long to respond.,No
CUST000607,30.0,Female,Eldoret,Uasin Gishu,10/31/2019,5-Feb-20,71.0,956.89,67885.66,Basic,Credit card,Two year,1.0,0,0.0,Yes,Yes,Nokia C88,Radio,Overcharged? Not sure. ASAP,No
CUST000608,20.0,Unknown,Naivasha,Uasin Gishu,8-Aug-19,2/10/2020,73.0,1443.71,105513.18,Standard,MPesa,2-yr,1.0,No,0.0,1,no,Samsung C15,Unknown,"Stable internet, happy so far.",No
CUST000609,26.0,Male,Machakos,Meru,9/13/2020,4/3/2021,39.0,1890.48,Unknown,Standard,Bank transfer,Month-to-month,2.0,1,86.87,1,Yes,Realme Y41,Unknown,Unknown,No
CUST000610,48.0,Male,Kisumu,Uasin Gishu,3/9/2020,23-Nov-20,60.0,826.82,49439.1,Basic,M-Pesa,Month-to-month,0.0,No,0.0,Yes,no,Apple S44,Google,Customer care took long to respond. ASAP,No
CUST000611,34.0,F,Meru,Meru,29-May-22,6/28/2022,39.0,1993.06,77844.6,Standard,Bank transfer,Month-to-month,1.0,0,26.35,0,No,Infinix C70,X,Unknown,Yes
CUST000612,34.0,M,Nrb,Nyeri,15-Dec-19,11/1/2021,69.0,893.01,Unknown,Basic,MPesa,Month-to-month,1.0,Y,49.76,1,Yes,Samsung C15,Twitter/X,App keeps logging me out.,Yes
CUST000613,35.0,Other,Mombasa,Nakuru,13-Oct-21,1/3/2023,47.0,3316.59,155871.85,Premium,Bank transfer,One year,1.0,Yes,97.89,1,No,Oppo Note35,Friend,Fiber upgrade requested.,No
CUST000614,46.0,male,Nakuru,Nakuru,4/30/2020,18-Nov-20,65.0,690.05,Unknown,Unknown,Cash,Month-to-month,3.0,Yes,37.78,Yes,no,Vivo C42,Unknown,Support was helpful via M-Pesa reversal.,No
CUST000615,27.0,F,Nakuru,Nairobi,4/4/2025,31-May-25,5.0,1361.62,Unknown,Standard,Cash,Month-to-month,1.0,TRUE,42.8,0,No,Samsung C70,Unknown,App keeps logging me out.,Yes
CUST000616,30.0,M,Nrb,Kisumu,1/9/2023,13/02/2024,24.0,825.62,19948.25,Basic,M-Pesa,Two year,2.0,0,0.0,Yes,no,Samsung C70,Unknown,Unknown,Yes
CUST000617,30.0,Male,Machakos,Machakos,13-Jul-21,28-Feb-23,50.0,1757.93,"88,082.34",Standard,Credit card,Month-to-month,1.0,FALSE,0.0,No,Yes,Infinix Note29,Radio,"Stable internet, happy so far.",Yes
CUST000618,20.0,female,Niarobi,Nakuru,11/10/2024,2/7/2025,9.0,1090.67,9599.66,Standard,M-Pesa,Two year,2.0,Yes,47.43,1,yes,Tecno S84,Google,Customer care took long to respond. (pls),No
CUST000619,7.0,female,Nyeri,Meru,20/01/2024,3/23/2024,19.0,KES 610.16,11621.34,Basic,Credit card,Two year,3.0,1,40.4,1,Yes,Samsung C70,Twitter/X,Support was helpful via M-Pesa reversal.,No
CUST000620,21.0,Female,Thika,Nakuru,12/19/2023,4/30/2024,20.0,3131.42, ,Premium,Mpesa,One year,0.0,No,0.0,Yes,yes,Infinix S90,Radio,Switching from competitor soon.,No
CUST000621,49.0,F,Nairobi,Nairobi,5/2/2022,30/05/2022,40.0,"KES 2,751.33",Unknown,Premium,Bank transfer,Month-to-month,0.0,Y,58.0,0,yes,Oppo C32,Google,Network drops sometimes in the evening.,Yes
CUST000622,35.0,Unknown,Nyeri,Mombasa,8/7/2025,11/6/2025,0.0,783.91,Unknown,Basic,M-Pesa,1-yr,3.0,Y,20.95,Yes,No,Infinix Note76,TV,Sawa kabisa!,Yes
CUST000623,37.0,male,Unknown,Nairobi,10/23/2023,10-Jun-24,-22.0,675.1,Unknown,Basic,Credit card,Month-to-month,1.0,FALSE,0.0,No,yes,Nokia C35,Unknown,Unknown,No
CUST000624,37.0,Female,Eldoret,Machakos,6/4/2022,23-Aug-22,39.0,977.92,38272.79,Basic,M-Pesa,One year,2.0,No,0.0,No,Yes,Vivo Note35,Friend,Great service!,No
CUST000625,32.0,female,Machakos,Unknown,5/18/2025,5/1/2026,3.0,1143.56,Unknown,Standard,MPesa,Month-to-month,4.0,No,0.0,Yes,yes,Realme Y41,Radio,Sawa kabisa!,No
CUST000626,39.0,Male,Eldoret,Meru,9/4/2019,28-Oct-19,73.0,808.36,58982.83,Basic,Credit card,Month-to-month,3.0,TRUE,48.08,Yes,yes,Infinix S90,X,Sawa kabisa!,No
CUST000627,21.0,male,Nakuru,Nyeri,2/11/2020,9/22/2020,67.0,3064.25,205105.24,Premium,M-Pesa,Month-to-month,2.0,Yes,0.0,1,No,Infinix Note76,Unknown,Customer care took long to respond.,No
CUST000628,28.0,M,Nairobi ,Nakuru,1/5/2021,5/12/2021,52.0,933.31, ,Basic,M-Pesa,One year,2.0,Yes,51.06,1,Yes,Xiaomi A30,Radio,Sawa kabisa!,Yes
CUST000629,34.0,female,Nairobi,Unknown,5/14/2021,31/01/2022,52.0,1758.96,91205.97,Standard,MPesa,Month-to-month,2.0,FALSE,0.0,Yes,No,Realme Note51,Twitter/X,Network drops sometimes in the evening.,Yes
CUST000630,145.0,Other,Unknown,Unknown,12/19/2021,9/25/2022,45.0,571.75,25492.97,Basic,M-Pesa,One year,4.0,No,0.0,No,Yes,Infinix Note29,Unknown,Customer care took long to respond.,No
CUST000631,42.0,female,Thika,Kiambu,29-Nov-19,27-Apr-20,70.0,1673.87,117060.82,Standard,M-Pesa,One year,2.0,N,26.35,Yes,No,Vivo A41,Unknown,Unknown,No
CUST000632,47.0,M,Niarobi,Kisumu,5-Oct-20,26/11/2022,59.0,1048.72,61423.96,Standard,Mpesa,Month-to-month,2.0,No,0.0,0,Yes,Oppo S60,Unknown,Too expensive for the value.,No
CUST000633,29.0,F,Meru,Machakos,9/9/2021,29-Jan-22,48.0,Unknown,Unknown,Basic,Bank transfer,Month-to-month,5.0,FALSE,0.0,0,No,Realme S84,Facebook,Sawa kabisa!,No
CUST000634,34.0,F,Thika,Uasin Gishu,12/12/2020,12/20/2020,57.0,1045.64,59414.59,Standard,Credit card,Month-to-month,2.0,FALSE,0.0,0,Yes,Huawei C80,Unknown,Too expensive for the value. ASAP,Yes
CUST000635,43.0,Male,Machakos,Nairobi,11/4/2019,17/11/2019,71.0,-345.74,-24456.58,Basic,M-Pesa,Month-to-month,1.0,TRUE,465.01,0,No,Unknown,Unknown,Customer care took long to respond.??,No
CUST000636,36.0,Male,Machakos,Nyeri,1/11/2019,12/3/2020,80.0,632.86, ,Basic,Mpesa,Month-to-month,3.0,No,26.35,1,Unknown,Nokia C47,Google,Switching from competitor soon.,Yes
CUST000637,24.0,male,Naivasha,Nakuru,8/1/2023,21-Sep-23,25.0,1999.84, ,Standard,Unknown,One year,5.0,1,26.01,1,Yes,Xiaomi S38,Unknown,App keeps logging me out.,No
CUST000638,34.0,M,Meru,Meru,1/20/2024,22/06/2024,20.0,"73,666.81",1473279.62,Basic,Credit card,Month-to-month,1.0,TRUE,22.96,1,Yes,Oppo Note35,Billboard,Customer care took long to respond.,No
CUST000639,23.0,Other,Kisumu,Uasin Gishu,8/29/2025,30-Dec-25,0.0,1784.17,111.86,Standard,MPesa,Month-to-month,1.0,No,26.35,0,No,Apple Y34,Billboard,Support was helpful via M-Pesa reversal.,No
CUST000640,54.0,Male,Niarobi,Nyeri,4/8/2024,26/10/2025,20.0,1154.31,23090.16,Standard,M-Pesa,Month-to-month,3.0,No,0.0,0,yes,Samsung C15,Billboard,Unknown,No
CUST000641,12.0,Male,Eldoret,Machakos,7-Apr-22,2/9/2023,41.0,KES 831.17,Unknown,Basic,Credit card,Month-to-month,2.0,0,0.0,1,No,Infinix Note76,X,Please call me back.,No
CUST000642,37.0,M,Machakos,Kisumu,5/14/2019,8/28/2019,76.0,1871.9,141937.91,Standard,Cash,Month-to-month,1.0,Yes,76.65,No,Yes,Oppo C32,Friend,Switching from competitor soon.,No
CUST000643,51.0,male,Nairobi,Nairobi,8/6/2021,26/02/2022,49.0,549.35, ,Basic,Cash,Month-to-month,2.0,Yes,96.77,1,no,Unknown,Radio,Fiber upgrade requested.,No
CUST000644,35.0,Female,Nairobi,Kiambu,3/26/2022,4/6/2022,41.0,1913.17,78381.24,Standard,M-Pesa,2-yr,2.0,Yes,452.41,Yes,yes,Infinix C70,X,Unknown,No
CUST000645,42.0,Male,Eldoret,Kisumu,3/4/2022,17/08/2023,42.0,525.72,22354.63,Basic,Unknown,Two year,2.0,No,0.0,1,yes,Vivo C42,Radio,Sawa kabisa!,No
CUST000646,27.0,F,Nairobi,Nakuru,3-Feb-24,11/9/2024,19.0,Unknown,"72,178.13",Premium,M-Pesa,One year,2.0,1,48.42,Yes,Yes,Xiaomi S38,Unknown,Please call me back.,No
CUST000647,26.0,female,Nrb,Uasin Gishu,10/19/2019,21/11/2020,71.0,1393.32,98821.22,Standard,Credit card,Month-to-month,0.0,Y,53.63,No,No,Tecno Y78,Google,Great service!,No
CUST000648,45.0,M,Unknown,Nakuru,14-Aug-21,3/6/2023,49.0,550.72,27019.5,Basic,M-Pesa,Month-to-month,2.0,TRUE,86.31,1,yes,Samsung S14,Unknown,Support was helpful via M-Pesa reversal.,Yes
CUST000649,15.0,M,Machakos,Nairobi,19-Dec-21,6/5/2023,45.0,3671.02,165048.58,Premium,Unknown,Month-to-month,2.0,1,58.74,Yes,yes,Unknown,Twitter/X,Great service!,No
CUST000650,32.0,female,Nairobi ,Machakos,8/12/2025,24-Oct-25,0.0,630.33,-297.71,Basic,Mpesa,Month-to-month,1.0,Yes,41.78,Yes,yes,Xiaomi S38,Unknown,"Stable internet, happy so far.",No
CUST000651,19.0,Male,Nairobi ,Unknown,3/21/2021,5/24/2021,56.0,541.5,30420.69,Basic,MPesa,1-yr,3.0,No,0.0,No,yes,Nokia C10,TV,Unknown,Yes
CUST000652,27.0,Other,Thika,Kiambu,10/8/2023,2/10/2024,23.0,600.31,13809.61,Basic,Credit card,One year,0.0,0,0.0,No,Yes,Unknown,Twitter/X,Switching from competitor soon.!!!,No
CUST000653,41.0,Female,Naivasha,Nairobi,8/2/2025,2/16/2026,6.0,1308.01,7846.58,Standard,Mpesa,One year,2.0,No,26.35,No,yes,Infinix Note76,Friend,App keeps logging me out.,No
CUST000654,44.0,Unknown,Eldoret,Mombasa,9-Jul-21,26-Dec-21,50.0,3703.44, ,Premium,Cash,Month-to-month,3.0,Y,74.92,1,yes,Apple Y34,Twitter/X,Unknown,No
CUST000655,21.0,F,Nakuru,Nakuru,2/9/2020,12/14/2020,59.0,613.76,Unknown,Basic,Credit card,Unknown,1.0,0,0.0,1,Unknown,Unknown,Unknown,Great service!,No
CUST000656,58.0,female,Naivasha,Nyeri,24-Dec-21,4/19/2022,45.0,620.12,Unknown,Basic,MPesa,Month-to-month,0.0,N,0.0,Yes,Yes,Vivo A30,Unknown,Too expensive for the value.,No
CUST000657,43.0,Other,Kisumu,Nyeri,8/5/2020,25/07/2021,39.0,1526.33,Unknown,Standard,M-Pesa,Month-to-month,0.0,0,0.0,1,No,Huawei A59,X,Switching from competitor soon.,No
CUST000658,40.0,M,Kisumu,Nairobi,20/10/2019,3/31/2020,71.0,Unknown,Unknown,Basic,Bank transfer,One year,0.0,N,0.0,No,Yes,Realme Y41,Unknown,Network drops sometimes in the evening.,No
CUST000659,24.0,Male,Nairobi,Nairobi,9/2/2019,29-Nov-19,73.0,500.8,Unknown,Basic,Mpesa,Two year,1.0,Yes,96.43,0,Yes,Xiaomi A30,Twitter/X,Too expensive for the value.,No
CUST000660,35.0,Male,Nrb,Uasin Gishu,11/10/2020,9/23/2021,58.0,1621.37,94200.29,Standard,Cash,2-yr,2.0,FALSE,0.0,Yes,no,Xiaomi P59,Facebook,Overcharged? Not sure.,No
CUST000661,46.0,Male,Naivasha,Machakos,6/13/2022,11/15/2022,39.0,887.1,34588.51,Basic,Credit card,Month-to-month,6.0,TRUE,44.05,0,yes,Realme C59,Unknown,Great service!,No
CUST000662,40.0,Unknown,Thika,Machakos,5/20/2025,8/11/2025,3.0,1801.28,5217.04,Standard,Bank transfer,Two year,2.0,FALSE,26.35,1,No,Realme S34,Unknown,Sawa kabisa!,No
CUST000663,18.0,Unknown,Kisumu,Nakuru,3/28/2022,4/12/2022,41.0,1602.38, ,Standard,Mpesa,Month-to-month,4.0,TRUE,58.81,No,no,Unknown,Unknown,"Stable internet, happy so far.",No
CUST000664,45.0,M,Naivasha,Machakos,12/4/2023,28/04/2024,21.0,1700.15,36026.01,Standard,M-Pesa,Month-to-month,0.0,Yes,95.85,1,No,Apple P20,Unknown,Overcharged? Not sure.,Yes
CUST000665,42.0,Unknown,Nyeri,Kisumu,24-May-20,3/7/2020,64.0,3871.76,247573.91,Premium,MPesa,Month-to-month,2.0,No,0.0,0,Unknown,Xiaomi S9,X,Switching from competitor soon.,No
CUST000666,30.0,male,Eldoret,Nakuru,4/3/2024,27/12/2025,15.0,539.46,8146.8,Unknown,Mpesa,One year,1.0,No,0.0,No,no,Tecno S84,Radio,Unknown,No
CUST000667,64.0,Unknown,Naivasha,Mombasa,5/30/2022,17/01/2023,39.0,1818.66,Unknown,Standard,Unknown,One year,1.0,Y,60.25,No,No,Unknown,Facebook,App keeps logging me out.,No
CUST000668,51.0,F,Nairobi ,Uasin Gishu,7/7/2023,26-Jul-23,26.0,2600.46,67721.56,Premium,Credit card,Month-to-month,4.0,Yes,71.98,1,No,Infinix C70,Google,Sawa kabisa!,Yes
CUST000669,34.0,Female,Niarobi,Meru,1/20/2022,6/23/2022,44.0,500.46,22065.91,Unknown,Unknown,One year,1.0,No,26.35,1,Yes,Huawei Note11,Radio,App keeps logging me out.,Yes
CUST000670,43.0,F,Eldoret,Kiambu,8/11/2024,27-Sep-24,12.0,588.05,7104.35,Basic,Credit card,One year,2.0,N,0.0,Yes,no,Unknown,Unknown,Too expensive for the value.,No
CUST000671,32.0,Female,Naivasha,Unknown,1/20/2025,6/7/2025,39.0,1370.08,Unknown,Standard,M-Pesa,Month-to-month,1.0,FALSE,0.0,No,no,Apple P45,Facebook,"Stable internet, happy so far.",No
CUST000672,36.0,Female,Eldoret,Nakuru,7/15/2024,8/19/2024,13.0,"KES 2,793.51",36055.15,Premium,Cash,Month-to-month,0.0,No,0.0,1,No,Infinix C70,Unknown,Sawa kabisa!,No
CUST000673,24.0,Female,Nyeri,Machakos,29-Nov-23,3-Dec-25,21.0,577.78,11701.51,Basic,Bank transfer,Month-to-month,2.0,Y,88.55,0,Unknown,Vivo A30,TV,Please call me back.,No
CUST000674,21.0,M,Eldoret,Nyeri,26/11/2019,19/08/2020,70.0,901.18,63075.92,Basic,Cash,1-yr,3.0,N,0.0,0,yes,Infinix S90,TV,Sawa kabisa!,No
CUST000675,39.0,M,Unknown,Mombasa,13/06/2019,7-Feb-20,75.0,1868.53,"140,209.63",Standard,MPesa,Month-to-month,6.0,Yes,53.62,1,No,Oppo C32,Facebook,Fiber upgrade requested.,No
CUST000676,35.0,male,Machakos,Meru,5-Nov-23,19-Aug-24,22.0,1093.82,Unknown,Standard,MPesa,Month-to-month,2.0,TRUE,39.08,0,no,Huawei Y38,Unknown,Please call me back.,No
CUST000677,77.0,F,Thika,Kisumu,8/13/2022,2/17/2024,39.0,KES 962.12,Unknown,Basic,Bank transfer,One year,2.0,No,0.0,1,No,Apple P20,Facebook,Please call me back.,Yes
CUST000678,33.0,Other,Niarobi,Kiambu,22-Oct-21,7-May-22,47.0,Unknown,32776.61,Basic,Bank transfer,Month-to-month,3.0,Yes,8.93,1,Yes,Vivo A41,Billboard,Unknown,No
CUST000679,24.0,F,Machakos,Kisumu,4/16/2019,6/26/2019,77.0,"KES 3,845.29",295989.92,Premium,MPesa,One year,1.0,Yes,77.16,Yes,yes,Oppo S60,Facebook,Overcharged? Not sure.,No
CUST000680,26.0,M,Nakuru,Meru,1/10/2020,21/06/2020,68.0,801.21,54545.81,Basic,M-Pesa,One year,2.0,FALSE,0.0,1,no,Huawei P74,Unknown,Too expensive for the value.,Yes
CUST000681,18.0,M,Mombasa,Unknown,26/07/2021,30-Jul-21,50.0,"KES 1,036.41",Unknown,Standard,Cash,Two year,3.0,N,26.35,No,Yes,Tecno S30,X,Please call me back.,No
CUST000682,28.0,F,Unknown,Nairobi,14/06/2025,8/24/2025,2.0,623.34,1245.33,Basic,Mpesa,One year,1.0,N,0.0,0,no,Infinix Note29,Radio,Great service!,Yes
CUST000683,15.0,Female,Nairobi,Meru,8/1/2025,1/9/2026,1.0,705.4,743.75,Basic,Unknown,One year,1.0,Yes,88.16,1,Yes,Nokia C35,Unknown,"Stable internet, happy so far.",No
CUST000684,44.0,female,Meru,Meru,2021/13/40,10/1/2019,78.0,977.14,76336.2,basic,Mpesa,One year,5.0,1,57.67,Yes,yes,Huawei Y16,X,Sawa kabisa!,No
CUST000685,39.0,female,Machakos,Meru,8/1/2022,13/04/2022,44.0,1277.75,56179.04,Standard,Credit card,Unknown,1.0,0,0.0,0,no,Nokia C47,Radio,Sawa kabisa!,No
CUST000686,34.0,Female,Nyeri,Uasin Gishu,18/06/2025,8/16/2026,2.0,1389.65,Unknown,Standard,MPesa,Month-to-month,2.0,N,0.0,1,yes,Vivo A30,Radio,Unknown,Yes
CUST000687,17.0,male,Eldoret,Mombasa,14/06/2019,1/15/2020,39.0,730.56,Unknown,Basic,MPesa,Month-to-month,2.0,TRUE,83.73,Yes,Yes,Vivo A28,Billboard,Great service!,Yes
CUST000688,39.0,female,Mombasa,Kiambu,18-Dec-20,5/5/2021,57.0,KES 651.77,37103.16,Basic,Mpesa,Month-to-month,6.0,TRUE,106.45,No,yes,Huawei Y16,Unknown,Unknown,No
CUST000689,51.0,Male,Nairobi ,Unknown,4/11/2024,5/12/2024,17.0,1438.76,24672.99,Standard,Bank transfer,Month-to-month,2.0,No,0.0,0,Unknown,Xiaomi S38,Billboard,Switching from competitor soon.,No
CUST000690,26.0,Other,Meru,Machakos,26/10/2024,5/25/2025,10.0,1854.39, ,Standard,Credit card,Unknown,0.0,0,0.0,0,yes,Apple P45,Google,"Stable internet, happy so far.",No
CUST000691,32.0,M,Unknown,Mombasa,12/17/2023,3/30/2024,20.0,788.76,15683.09,Basic,MPesa,Two year,2.0,N,0.0,Yes,no,Tecno Y78,Twitter/X,Please call me back.,No
CUST000692,29.0,Male,Unknown,Nakuru,13/02/2022,3/29/2022,39.0,701.51,Unknown,Basic,Bank transfer,One year,0.0,FALSE,0.0,Yes,Yes,Tecno Y78,Billboard,Fiber upgrade requested.,No
CUST000693,26.0,Other,Eldoret,Uasin Gishu,13-Jan-21,2/3/2021,56.0,813.21,45244.18,Basic,MPesa,One year,2.0,TRUE,30.12,Yes,Unknown,Apple Y34,Unknown,Network drops sometimes in the evening.,No
CUST000694,52.0,M,Mombasa,Mombasa,7/25/2025,12/28/2025,1.0,632.9,763.75,Basic,Cash,1-yr,5.0,FALSE,0.0,No,yes,Samsung A76,Radio,Please call me back.,No
CUST000695,47.0,Other,Unknown,Kiambu,21-Nov-23,1/13/2024,21.0,1511.87,31852.17,Standard,Credit card,Month-to-month,1.0,N,0.0,1,no,Unknown,Unknown,Unknown,No
CUST000696,31.0,male,Nairobi ,Kisumu,7/7/2024,7/28/2024,14.0,586.92, ,Basic,M-Pesa,Month-to-month,4.0,0,26.35,0,yes,Realme C59,Unknown,Fiber upgrade requested.,No
CUST000697,32.0,male,Nairobi,Nakuru,1/9/2020,3/11/2020,68.0,1871.48,127205.47,Standard,M-Pesa,One year,2.0,FALSE,0.0,No,Yes,Vivo A28,TV,Support was helpful via M-Pesa reversal.,Yes
CUST000698,45.0,male,Nairobi,Unknown,9-Apr-24,11/4/2025,17.0,"KES 2,426.70",41265.2,Premium,Mpesa,Month-to-month,1.0,1,134.74,1,no,Nokia C35,Unknown,Customer care took long to respond.,Yes
CUST000699,47.0,F,Nrb,Uasin Gishu,11/26/2022,21/07/2023,33.0,1830.92,"60,501.78",Standard,Mpesa,Month-to-month,2.0,N,0.0,No,No,Unknown,Unknown,App keeps logging me out.,No
CUST000700,36.0,Male,Nakuru,Nakuru,7/31/2023,2/8/2024,25.0,-219.28,-5644.19,Standard,M-Pesa,One year,2.0,0,26.35,1,Yes,Realme C59,Unknown,Sawa kabisa!,No
CUST000701,38.0,Unknown,Meru,Meru,27/09/2022,16-Oct-22,35.0,574.52,20073.7,Basic,Cash,One year,1.0,Yes,51.02,No,No,Nokia C47,X,Customer care took long to respond.,Yes
CUST000702,29.0,F,Nrb,Uasin Gishu,8-Aug-22,3/23/2024,37.0,1645.97,60444.32,Standard,Unknown,Month-to-month,3.0,N,0.0,0,yes,Nokia C10,Billboard,App keeps logging me out.,No
CUST000703,49.0,female,Eldoret,Machakos,4/3/2020,11/10/2021,67.0,Unknown,48758.6,Basic,MPesa,Month-to-month,0.0,Y,28.02,1,no,Realme Note51,Radio,Unknown,No
CUST000704,3.0,Other,Thika,Nyeri,10/20/2020,10-Sep-20,59.0,KES -144.37, ,Basic,Bank transfer,Month-to-month,2.0,1,601.62,1,yes,Oppo C32,Radio,Overcharged? Not sure.,No
CUST000705,34.0,male,Meru,Nakuru,12-Sep-22,9/24/2022,36.0,"KES 1,532.51",55146.47,Standard,Bank transfer,One year,4.0,0,26.35,No,yes,Unknown,Unknown,Great service!,No
CUST000706,35.0,Female,Nyeri,Unknown,14/08/2023,17/09/2024,25.0,944.44,Unknown,Unknown,Bank transfer,Month-to-month,2.0,N,0.0,No,yes,Realme S34,Twitter/X,"Stable internet, happy so far.",No
CUST000707,50.0,female,Unknown,Nairobi,7/22/2024,6/6/2024,13.0,"1,865.95",23976.82,Standard,M-Pesa,Month-to-month,3.0,1,48.36,0,No,Vivo A28,Unknown,Switching from competitor soon.,No
CUST000708,35.0,male,Nyeri,Nakuru,26-Mar-22,3/31/2022,41.0,661.25,26981.22,Basic,Credit card,One year,1.0,Yes,58.8,1,Yes,Xiaomi A49,Facebook,Great service!,No
CUST000709,62.0,Male,Mombasa,Mombasa,29-Jun-23,8/11/2024,26.0,1853.18,47959.66,Standard,Bank transfer,Month-to-month,1.0,1,0.24,0,yes,Nokia S48,TV,Please call me back.,No
CUST000710,35.0,Male,Nakuru,Unknown,3/3/2025,5/4/2025,6.0,1373.06,8631.22,Standard,MPesa,One year,0.0,N,0.0,0,Unknown,Tecno S30,Radio,Please call me back.,Yes
CUST000711,16.0,Female,Mombasa,Unknown,31-May-19,9-Nov-19,39.0,KES 962.59,Unknown,Basic,Mpesa,Two year,2.0,No,0.0,Yes,Unknown,Samsung A76,Friend,Switching from competitor soon.,No
CUST000712,57.0,female,Nairobi,Kiambu,6/2/2024,8/8/2025,19.0,1534.65,29396.29,Standard,Credit card,Month-to-month,1.0,Yes,84.06,0,Yes,Huawei A59,Billboard,"Stable internet, happy so far.",No
CUST000713,34.0,M,Nairobi,Uasin Gishu,12/27/2019,5/5/2020,69.0,1577.53, ,Standard,Cash,One year,2.0,Y,93.68,Yes,no,Apple A12,Google,App keeps logging me out.,No
CUST000714,53.0,Male,Machakos,Machakos,12-Jul-22,9/5/2023,42.0,861.42,36318.78,Basic,Bank transfer,One year,2.0,1,63.78,No,Yes,Samsung C15,Unknown,Unknown,No
CUST000715,42.0,Other,Eldoret,Nairobi,10/30/2021,10/1/2023,46.0,822.3,38254.47,Basic,Bank transfer,Two year,1.0,N,0.0,Yes,no,Vivo Y29,Friend,Unknown,Yes
CUST000716,25.0,Other,Niarobi,Nyeri,8/17/2022,6/24/2022,39.0,1615.36,Unknown,Standard,M-Pesa,Month-to-month,6.0,N,0.0,Yes,yes,Infinix Note44,Google,Too expensive for the value.,Yes
CUST000717,34.0,female,Mombasa,Nakuru,19-Apr-20,3/4/2021,65.0,803.77,52443.19,Basic,Credit card,1-yr,0.0,1,42.66,0,No,Vivo A41,Facebook,"Stable internet, happy so far.",No
CUST000718,30.0,male,Nairobi ,Meru,14/07/2023,9/6/2023,26.0,1138.6,29581.89,Standard,Credit card,One year,3.0,FALSE,26.35,1,Yes,Huawei Y38,Radio,App keeps logging me out.,Yes
CUST000719,34.0,Unknown,Thika,Kisumu,8/10/2024,11/4/2024,11.0,-337.93,Unknown,Standard,Cash,One year,2.0,Y,62.61,No,yes,Nokia C47,Friend,Support was helpful via M-Pesa reversal.,Yes
