age,county,signup_date,last_purchase_date,tenure_months,monthly_charges,total_charges,num_support_tickets,has_internet,data_usage_gb,is_senior_citizen,dependents,device_model,referrer,feedback_text,churn,gender_Male,gender_Unknown,city_Kisumu,city_Machakos,city_Meru,city_Mombasa,city_Nairobi,city_Nairobi ,city_Naivasha,city_Nakuru,city_Nyeri,city_Thika,city_Unknown,plan_type_Premium,plan_type_Standard,plan_type_Unknown,plan_type_basic,payment_method_Cash,payment_method_Credit card,payment_method_M-Pesa,payment_method_M-pesa,payment_method_MPesa,payment_method_Unknown,contract_one year,contract_two year,contract_unknown
37.0,Uasin Gishu,23/05/2022,3/8/2023,40.0,847.96,34283.8,1.0,0,0.0,Yes,0.0,Oppo C89,Radio,Switching from competitor soon.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27.0,Meru,27-Feb-19,3/8/2019,79.0,647.76,40709.825,2.0,0,0.0,No,1.0,Xiaomi S38,Unknown,Overcharged? Not sure.,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49.0,Nakuru,12/27/2024,27/06/2025,8.0,2492.99,20182.54,5.0,0,26.1,0,0.0,Tecno A12,Google,Support was helpful via M-Pesa reversal.,No,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28.0,Uasin Gishu,6/2/2020,7/10/2020,64.0,107578.62,6885166.99,2.0,0,26.1,Yes,0.0,Oppo Y82,Twitter/X,Great service!,No,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
28.0,Kiambu,1/28/2022,2/1/2022,43.0,664.32,40709.825,3.0,1,38.09,0,0.0,Infinix Note29,Twitter/X,Please call me back.,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29.0,Nairobi,7/6/2019,25-Jul-19,75.0,768.1,57409.89,1.0,0,26.1,0,1.0,Xiaomi P59,Google,Too expensive for the value.,No,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,Kisumu,8/12/2019,7/31/2020,73.0,620.38,45390.26,2.0,1,77.67,1,1.0,Infinix S90,Facebook,Switching from competitor soon.,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43.0,Kiambu,16/03/2025,6/27/2026,5.0,811.49,4306.02,4.0,1,17.59,0,0.0,Unknown,Friend,Unknown,Yes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45.0,Unknown,11-Apr-22,9/4/2022,41.0,999.21,40616.83,1.0,1,69.46,Yes,0.0,Vivo A28,Radio,Switching from competitor soon.,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,Uasin Gishu,6/1/2020,9/15/2020,64.0,-229.88,40709.825,0.0,0,0.0,Yes,1.0,Xiaomi A85,TV,Please call me back.,Yes,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
26.0,Meru,7/3/2024,19-Jul-24,14.0,889.3,40709.825,1.0,0,26.1,Yes,1.0,Nokia C88,X,Please call me back.!!!,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,Machakos,20-Feb-19,18-Apr-19,79.0,1048.72,149715.73,3.0,0,0.0,Yes,1.0,Realme S84,Friend,Unknown,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48.0,Uasin Gishu,6/9/2025,12/13/2026,39.0,579.7,40709.825,1.0,1,44.6,Yes,0.0,Nokia C88,X,"Stable internet, happy so far.",No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,Mombasa,10/3/2022,2021/13/40,39.0,2488.07,40709.825,5.0,1,1.5,1,1.0,Oppo Note35,Unknown,Sawa kabisa!,No,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
34.0,Nyeri,6-Apr-24,12/9/2024,17.0,1788.82,40709.825,3.0,0,0.0,0,1.0,Samsung S29,X,Switching from competitor soon.,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12.0,Nairobi,5/14/2024,9/7/2024,15.0,1048.72,40709.825,3.0,1,0.0,0,0.0,Oppo Note35,Facebook,Unknown,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35.0,Unknown,12/10/2023,7/31/2024,21.0,779.15,16420.3,0.0,0,0.0,No,1.0,Realme Y41,Unknown,Network drops sometimes in the evening.,Yes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28.0,Nairobi,27-Oct-22,11/9/2022,34.0,536.96,40709.825,3.0,0,26.1,No,0.0,Xiaomi A30,Unknown,Fiber upgrade requested.,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,Nairobi,2021/13/40,5/13/2021,56.0,931.0,40709.825,3.0,1,44.11,1,0.0,Oppo S60,Friend,Support was helpful via M-Pesa reversal.,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.0,Machakos,30-Jul-19,4/6/2020,74.0,1048.72,40709.825,1.0,0,0.0,Yes,0.0,Xiaomi S38,Facebook,Fiber upgrade requested.,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47.0,Kiambu,10/31/2021,11/29/2021,46.0,772.47,35185.16,0.0,0,26.1,Yes,0.0,Xiaomi P59,Unknown,Customer care took long to respond.,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.0,Kiambu,10/5/2024,2021/13/40,16.0,788.12,40709.825,3.0,1,82.52,0,0.0,Oppo C89,Twitter/X,Unknown,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34.0,Mombasa,4/12/2020,7-Jun-20,65.0,1627.25,105720.82,0.0,0,0.0,Yes,0.0,Apple S44,Unknown,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
15.0,Unknown,25/09/2019,15/01/2020,72.0,3858.65,277811.92,1.0,1,63.96,No,1.0,Unknown,TV,Customer care took long to respond.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
38.0,Nakuru,6/30/2023,29-Oct-23,26.0,816.31,21030.08,1.0,1,54.71,1,1.0,Huawei A59,TV,Great service!,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.0,Nairobi,7/7/2024,12/20/2024,39.0,514.08,40709.825,3.0,0,26.1,0,1.0,Nokia C35,Radio,Customer care took long to respond.,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30.0,Uasin Gishu,10/31/2019,5-Feb-20,71.0,956.89,67885.66,1.0,0,0.0,Yes,1.0,Nokia C88,Radio,Overcharged? Not sure. ASAP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20.0,Uasin Gishu,8-Aug-19,2/10/2020,73.0,1443.71,105513.18,1.0,0,0.0,1,0.0,Samsung C15,Unknown,"Stable internet, happy so far.",No,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26.0,Meru,9/13/2020,4/3/2021,39.0,1890.48,40709.825,2.0,1,86.87,1,1.0,Realme Y41,Unknown,Unknown,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48.0,Uasin Gishu,3/9/2020,23-Nov-20,60.0,826.82,49439.1,0.0,0,0.0,Yes,0.0,Apple S44,Google,Customer care took long to respond. ASAP,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,Meru,29-May-22,6/28/2022,39.0,1993.06,77844.6,1.0,0,26.1,0,0.0,Infinix C70,X,Unknown,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34.0,Nyeri,15-Dec-19,11/1/2021,69.0,893.01,40709.825,1.0,1,49.76,1,1.0,Samsung C15,Twitter/X,App keeps logging me out.,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.0,Nakuru,13-Oct-21,1/3/2023,47.0,3316.59,155871.85,1.0,1,97.89,1,0.0,Oppo Note35,Friend,Fiber upgrade requested.,No,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46.0,Nakuru,4/30/2020,18-Nov-20,65.0,690.05,40709.825,3.0,1,37.78,Yes,0.0,Vivo C42,Unknown,Support was helpful via M-Pesa reversal.,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27.0,Nairobi,4/4/2025,31-May-25,5.0,1361.62,40709.825,1.0,1,42.8,0,0.0,Samsung C70,Unknown,App keeps logging me out.,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30.0,Kisumu,1/9/2023,13/02/2024,24.0,825.62,19948.25,2.0,0,0.0,Yes,0.0,Samsung C70,Unknown,Unknown,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30.0,Machakos,13-Jul-21,28-Feb-23,50.0,1757.93,88082.34,1.0,0,0.0,No,1.0,Infinix Note29,Radio,"Stable internet, happy so far.",Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20.0,Nakuru,11/10/2024,2/7/2025,9.0,1090.67,9599.66,2.0,1,47.43,1,1.0,Tecno S84,Google,Customer care took long to respond. (pls),No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7.0,Meru,20/01/2024,3/23/2024,19.0,1048.72,11621.34,3.0,1,40.4,1,1.0,Samsung C70,Twitter/X,Support was helpful via M-Pesa reversal.,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,Nakuru,12/19/2023,4/30/2024,20.0,3131.42,40709.825,0.0,0,0.0,Yes,1.0,Infinix S90,Radio,Switching from competitor soon.,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
49.0,Nairobi,5/2/2022,30/05/2022,40.0,1048.72,40709.825,0.0,1,58.0,0,1.0,Oppo C32,Google,Network drops sometimes in the evening.,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35.0,Mombasa,8/7/2025,11/6/2025,0.0,783.91,40709.825,3.0,1,20.95,Yes,0.0,Infinix Note76,TV,Sawa kabisa!,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37.0,Nairobi,10/23/2023,10-Jun-24,-22.0,675.1,40709.825,1.0,0,0.0,No,1.0,Nokia C35,Unknown,Unknown,No,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
37.0,Machakos,6/4/2022,23-Aug-22,39.0,977.92,38272.79,2.0,0,0.0,No,1.0,Vivo Note35,Friend,Great service!,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32.0,Unknown,5/18/2025,5/1/2026,3.0,1143.56,40709.825,4.0,0,0.0,Yes,1.0,Realme Y41,Radio,Sawa kabisa!,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
39.0,Meru,9/4/2019,28-Oct-19,73.0,808.36,58982.83,3.0,1,48.08,Yes,1.0,Infinix S90,X,Sawa kabisa!,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.0,Nyeri,2/11/2020,9/22/2020,67.0,3064.25,205105.24,2.0,1,0.0,1,0.0,Infinix Note76,Unknown,Customer care took long to respond.,No,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28.0,Nakuru,1/5/2021,5/12/2021,52.0,933.31,40709.825,2.0,1,51.06,1,1.0,Xiaomi A30,Radio,Sawa kabisa!,Yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34.0,Unknown,5/14/2021,31/01/2022,52.0,1758.96,91205.97,2.0,0,0.0,Yes,0.0,Realme Note51,Twitter/X,Network drops sometimes in the evening.,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
145.0,Unknown,12/19/2021,9/25/2022,45.0,571.75,25492.97,4.0,0,0.0,No,1.0,Infinix Note29,Unknown,Customer care took long to respond.,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
42.0,Kiambu,29-Nov-19,27-Apr-20,70.0,1673.87,117060.82,2.0,0,26.1,Yes,0.0,Vivo A41,Unknown,Unknown,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
47.0,Kisumu,5-Oct-20,26/11/2022,59.0,1048.72,61423.96,2.0,0,0.0,0,1.0,Oppo S60,Unknown,Too expensive for the value.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29.0,Machakos,9/9/2021,29-Jan-22,48.0,1048.72,40709.825,5.0,0,0.0,0,0.0,Realme S84,Facebook,Sawa kabisa!,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,Uasin Gishu,12/12/2020,12/20/2020,57.0,1045.64,59414.59,2.0,0,0.0,0,1.0,Huawei C80,Unknown,Too expensive for the value. ASAP,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
43.0,Nairobi,11/4/2019,17/11/2019,71.0,-345.74,-24456.58,1.0,1,465.01,0,0.0,Unknown,Unknown,Customer care took long to respond.??,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36.0,Nyeri,1/11/2019,12/3/2020,80.0,632.86,40709.825,3.0,0,26.1,1,,Nokia C47,Google,Switching from competitor soon.,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,Nakuru,8/1/2023,21-Sep-23,25.0,1999.84,40709.825,5.0,1,26.01,1,1.0,Xiaomi S38,Unknown,App keeps logging me out.,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
34.0,Meru,1/20/2024,22/06/2024,20.0,73666.81,1473279.62,1.0,1,22.96,1,1.0,Oppo Note35,Billboard,Customer care took long to respond.,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.0,Uasin Gishu,8/29/2025,30-Dec-25,0.0,1784.17,111.86,1.0,0,26.1,0,0.0,Apple Y34,Billboard,Support was helpful via M-Pesa reversal.,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
54.0,Nyeri,4/8/2024,26/10/2025,20.0,1154.31,23090.16,3.0,0,0.0,0,1.0,Samsung C15,Billboard,Unknown,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12.0,Machakos,7-Apr-22,2/9/2023,41.0,1048.72,40709.825,2.0,0,0.0,1,0.0,Infinix Note76,X,Please call me back.,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37.0,Kisumu,5/14/2019,8/28/2019,76.0,1871.9,141937.91,1.0,1,76.65,No,1.0,Oppo C32,Friend,Switching from competitor soon.,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
51.0,Nairobi,8/6/2021,26/02/2022,49.0,549.35,40709.825,2.0,1,96.77,1,0.0,Unknown,Radio,Fiber upgrade requested.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.0,Kiambu,3/26/2022,4/6/2022,41.0,1913.17,78381.24,2.0,1,452.41,Yes,1.0,Infinix C70,X,Unknown,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
42.0,Kisumu,3/4/2022,17/08/2023,42.0,525.72,22354.63,2.0,0,0.0,1,1.0,Vivo C42,Radio,Sawa kabisa!,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27.0,Nakuru,3-Feb-24,11/9/2024,19.0,1048.72,72178.13,2.0,1,48.42,Yes,1.0,Xiaomi S38,Unknown,Please call me back.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
26.0,Uasin Gishu,10/19/2019,21/11/2020,71.0,1393.32,98821.22,0.0,1,53.63,No,0.0,Tecno Y78,Google,Great service!,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
45.0,Nakuru,14-Aug-21,3/6/2023,49.0,550.72,27019.5,2.0,1,86.31,1,1.0,Samsung S14,Unknown,Support was helpful via M-Pesa reversal.,Yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,Nairobi,19-Dec-21,6/5/2023,45.0,3671.02,165048.58,2.0,1,58.74,Yes,1.0,Unknown,Twitter/X,Great service!,No,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32.0,Machakos,8/12/2025,24-Oct-25,0.0,630.33,-297.71,1.0,1,41.78,Yes,1.0,Xiaomi S38,Unknown,"Stable internet, happy so far.",No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.0,Unknown,3/21/2021,5/24/2021,56.0,541.5,30420.69,3.0,0,0.0,No,1.0,Nokia C10,TV,Unknown,Yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27.0,Kiambu,10/8/2023,2/10/2024,23.0,600.31,13809.61,0.0,0,0.0,No,1.0,Unknown,Twitter/X,Switching from competitor soon.!!!,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41.0,Nairobi,8/2/2025,2/16/2026,6.0,1308.01,7846.58,2.0,0,26.1,No,1.0,Infinix Note76,Friend,App keeps logging me out.,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
44.0,Mombasa,9-Jul-21,26-Dec-21,50.0,3703.44,40709.825,3.0,1,74.92,1,1.0,Apple Y34,Twitter/X,Unknown,No,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21.0,Nakuru,2/9/2020,12/14/2020,59.0,613.76,40709.825,1.0,0,0.0,1,,Unknown,Unknown,Great service!,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58.0,Nyeri,24-Dec-21,4/19/2022,45.0,620.12,40709.825,0.0,0,0.0,Yes,1.0,Vivo A30,Unknown,Too expensive for the value.,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43.0,Nyeri,8/5/2020,25/07/2021,39.0,1526.33,40709.825,0.0,0,0.0,1,0.0,Huawei A59,X,Switching from competitor soon.,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
40.0,Nairobi,20/10/2019,3/31/2020,71.0,1048.72,40709.825,0.0,0,0.0,No,1.0,Realme Y41,Unknown,Network drops sometimes in the evening.,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,Nairobi,9/2/2019,29-Nov-19,73.0,500.8,40709.825,1.0,1,96.43,0,1.0,Xiaomi A30,Twitter/X,Too expensive for the value.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,Uasin Gishu,11/10/2020,9/23/2021,58.0,1621.37,94200.29,2.0,0,0.0,Yes,0.0,Xiaomi P59,Facebook,Overcharged? Not sure.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
46.0,Machakos,6/13/2022,11/15/2022,39.0,887.1,34588.51,6.0,1,44.05,0,1.0,Realme C59,Unknown,Great service!,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,Machakos,5/20/2025,8/11/2025,3.0,1801.28,5217.04,2.0,0,26.1,1,0.0,Realme S34,Unknown,Sawa kabisa!,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18.0,Nakuru,3/28/2022,4/12/2022,41.0,1602.38,40709.825,4.0,1,58.81,No,0.0,Unknown,Unknown,"Stable internet, happy so far.",No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
45.0,Machakos,12/4/2023,28/04/2024,21.0,1700.15,36026.01,0.0,1,95.85,1,0.0,Apple P20,Unknown,Overcharged? Not sure.,Yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
42.0,Kisumu,24-May-20,3/7/2020,64.0,3871.76,247573.91,2.0,0,0.0,0,,Xiaomi S9,X,Switching from competitor soon.,No,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30.0,Nakuru,4/3/2024,27/12/2025,15.0,539.46,8146.8,1.0,0,0.0,No,0.0,Tecno S84,Radio,Unknown,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
64.0,Mombasa,5/30/2022,17/01/2023,39.0,1818.66,40709.825,1.0,1,60.25,No,0.0,Unknown,Facebook,App keeps logging me out.,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
51.0,Uasin Gishu,7/7/2023,26-Jul-23,26.0,2600.46,67721.56,4.0,1,71.98,1,0.0,Infinix C70,Google,Sawa kabisa!,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
34.0,Meru,1/20/2022,6/23/2022,44.0,500.46,22065.91,1.0,0,26.1,1,1.0,Huawei Note11,Radio,App keeps logging me out.,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
43.0,Kiambu,8/11/2024,27-Sep-24,12.0,588.05,7104.35,2.0,0,0.0,Yes,0.0,Unknown,Unknown,Too expensive for the value.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32.0,Unknown,1/20/2025,6/7/2025,39.0,1370.08,40709.825,1.0,0,0.0,No,0.0,Apple P45,Facebook,"Stable internet, happy so far.",No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36.0,Nakuru,7/15/2024,8/19/2024,13.0,1048.72,36055.15,0.0,0,0.0,1,0.0,Infinix C70,Unknown,Sawa kabisa!,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24.0,Machakos,29-Nov-23,3-Dec-25,21.0,577.78,11701.51,2.0,1,88.55,0,,Vivo A30,TV,Please call me back.,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,Nyeri,26/11/2019,19/08/2020,70.0,901.18,63075.92,3.0,0,0.0,0,1.0,Infinix S90,TV,Sawa kabisa!,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39.0,Mombasa,13/06/2019,7-Feb-20,75.0,1868.53,140209.63,6.0,1,53.62,1,0.0,Oppo C32,Facebook,Fiber upgrade requested.,No,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
35.0,Meru,5-Nov-23,19-Aug-24,22.0,1093.82,40709.825,2.0,1,39.08,0,0.0,Huawei Y38,Unknown,Please call me back.,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
77.0,Kisumu,8/13/2022,2/17/2024,39.0,1048.72,40709.825,2.0,0,0.0,1,0.0,Apple P20,Facebook,Please call me back.,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,Kiambu,22-Oct-21,7-May-22,47.0,1048.72,32776.61,3.0,1,8.93,1,1.0,Vivo A41,Billboard,Unknown,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,Kisumu,4/16/2019,6/26/2019,77.0,1048.72,295989.92,1.0,1,77.16,Yes,1.0,Oppo S60,Facebook,Overcharged? Not sure.,No,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
26.0,Meru,1/10/2020,21/06/2020,68.0,801.21,54545.81,2.0,0,0.0,1,0.0,Huawei P74,Unknown,Too expensive for the value.,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18.0,Unknown,26/07/2021,30-Jul-21,50.0,1048.72,40709.825,3.0,0,26.1,No,1.0,Tecno S30,X,Please call me back.,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28.0,Nairobi,14/06/2025,8/24/2025,2.0,623.34,1245.33,1.0,0,0.0,0,0.0,Infinix Note29,Radio,Great service!,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
15.0,Meru,8/1/2025,1/9/2026,1.0,705.4,743.75,1.0,1,88.16,1,1.0,Nokia C35,Unknown,"Stable internet, happy so far.",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44.0,Meru,2021/13/40,10/1/2019,78.0,977.14,76336.2,5.0,1,57.67,Yes,1.0,Huawei Y16,X,Sawa kabisa!,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
39.0,Meru,8/1/2022,13/04/2022,44.0,1277.75,56179.04,1.0,0,0.0,0,0.0,Nokia C47,Radio,Sawa kabisa!,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
